id,nickname,title,description,tags,shared_date,is_published,original_letter_id,shared_by_id,feature_photo,view_count
654,User_236,Letter to FutureMe #236,Shared by User_236. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,461,236,,21
655,User_237,Letter to FutureMe #237,Shared by User_237. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,462,237,,33
656,User_238,Letter to FutureMe #238,Shared by User_238. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,463,238,,24
657,User_239,Letter to FutureMe #239,Shared by User_239. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,464,239,,69
658,User_240,Letter to FutureMe #240,Shared by User_240. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,465,240,,17
659,User_241,Letter to FutureMe #241,Shared by User_241. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,466,241,,58
660,User_242,Letter to FutureMe #242,Shared by User_242. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,467,242,,63
661,User_243,Letter to FutureMe #243,Shared by User_243. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,468,243,,7
662,User_244,Letter to FutureMe #244,Shared by User_244. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,469,244,,5
663,User_245,Letter to FutureMe #245,Shared by User_245. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,470,245,,47
664,User_246,Letter to FutureMe #246,Shared by User_246. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,471,246,,33
665,User_247,Letter to FutureMe #247,Shared by User_247. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,472,247,,35
666,User_248,Letter to FutureMe #248,Shared by User_248. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,473,248,,64
667,User_249,Letter to FutureMe #249,Shared by User_249. Here's a letter reflecting hopes and dreams.,"future,self-reflection,inspiration",2025-01-14 17:39:49.069384,1,474,249,,11
